group,names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference
2,TTLL12,3.8410165,1.3023952,0.00012252582398057608,0.006388273053437415,0.5063291139240507,0.22950819672131148
2,PLPP4,3.7945807,1.5704238,0.00014789320855802316,0.007476573655293101,0.45569620253164556,0.18442622950819673
2,BUB1B,3.7855706,1.5777686,0.0001533562373281065,0.007668021369461785,0.43037974683544306,0.14754098360655737
2,OSBPL6,3.7800262,1.3098247,0.00015681192798574082,0.007808807314566122,0.5189873417721519,0.2459016393442623
2,COMMD8,3.7550755,1.0869254,0.0001732892888046897,0.008502092841207034,0.5189873417721519,0.21311475409836064
2,SLC25A17,3.7121048,1.385098,0.0002055428213461913,0.009744912958668325,0.46835443037974683,0.19672131147540983
2,CXADR,3.7114117,1.5081367,0.00020610652365374565,0.00975899724741364,0.4810126582278481,0.22540983606557377
2,TMEM199,3.705174,1.4339255,0.0002112455961589265,0.009925288915292515,0.4430379746835443,0.1680327868852459
2,AL031123.5,3.6982434,1.1991687,0.00021709671187891246,0.010161070014680404,0.5189873417721519,0.23770491803278687
2,ERAL1,3.6732926,1.043806,0.00023944496110756724,0.010996141808655041,0.5443037974683544,0.25
2,AKR1C1,3.6552727,1.4545393,0.0002569086938141823,0.011623133624589476,0.45569620253164556,0.19672131147540983
